ad_id,source,platform,advertiser,title,body,cta,landing_page,image_url,video_url,first_seen,last_seen,is_active,likes,comments,shares,total_ads,country,all_countries,also_on_tiktok,search_keyword,collected_at
875108341962775,adsparo,facebook,JOVS,JOVS,🔥 BLACK FRIDAY DEAL! 🔥JOVS 4D Laser Light Therapy Mask💵 WAS $849 → NOW $566🛡️ 90-Day Price Match Guarantee✨ 60-Day Worry-Free Returns⚡ Fast ShippingThe perfect time to invest in your skincare routine!👉 Shop Now: https://jovs.com/products/4d-laser-light-therapy-mask,,https://jovs.com/products/4d-laser-light-therapy-mask,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/875108341962775.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144055Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=7e5b7e292bfd460bd361a2700a756ba1423f249d1764352d2b6669c933538c59,,2026-02-23 03:21:39,2026-03-23 11:34:33,True,0,0,0,13,BR,"ALL, AR, AU, BR, CI, CL, CO, EC, FR, GB, LB, LY, M",False,skincare,2026-03-23 11:40
1151193550537206,adsparo,facebook,ZT Online Store,ZT Online Store,"Dr. Zain Hair Oil and Shampoo Experience the power of nature with Dr. Zain Hair Oil &amp; Shampoo — the world’s No.1 organic solution for hair growth and hair fall control.Made from 100% pure natural ingredients to nourish your scalp, strengthen your roots, and bring back your shine. Say goodbye to hair fall, and hello to confidence!For orders, visit our official website www.ztonlinestore.comor WhatsApp us on the given number.0330493339403304933392033493432090332802492203160541194033786885670337",,http://www.ztonlinestore.com/,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/1151193550537206.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144055Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=cf12d5c6a073f17859e109286ef2b45afbf323dd4c510d539c8e56531d444e67,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/1151193550537206.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144055Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=8f6994e49c6ae290d06763e6a5dbb8d3ac9cc4aae1d833e69d2cf14beaeb2487,2026-02-10 19:33:30,2026-03-23 08:27:31,True,0,0,0,21,ALL,,False,skincare,2026-03-23 11:40
1289403582421176,adsparo,facebook,Grace Books,Grace Books,"🌿 Unleash the herbal magic and transform your well-being with our extraordinary The Lost Collection of Herbal Remedies - 43 Books Bundle! 🌱 Dive into the captivating world of herbalism and unlock the secrets of natures healing power.Our comprehensive bundle is your gateway to becoming a savvy herbalist, equipped with the knowledge to create home-made remedies and harness the incredible potential of plants.🍃 The wealth of wisdom in our bundle, include:📖 Introduction to Herbal Remedies📖 The Green ",,https://bookslibraryworld.com/,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/1289403582421176.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144055Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=4a08eb94616700ac010604137a568427400bf904502b328c7fdd4321c177d4b6,,2024-11-16 03:07:39,2026-03-23 04:30:49,True,0,0,0,41,US,"ALL, US",False,skincare,2026-03-23 11:40
2282264668899915,adsparo,facebook,Pokonut India,Pokonut India,"Our Stretch Mark Cream is more than skincare – its a journey to self-love. Embrace your beautiful, confident self! 💖 #ConfidenceRenewed #PokonutNaturals #LoveYourSkin",,https://www.pokonut.com/products/natural-stretch-mark-toner,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/2282264668899915.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144055Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=c3955748b9d1f17c24b9e8547ef922bd6fa70007b191abfd6c36eee01b57ff25,,2025-11-01 05:32:55,2026-03-23 01:56:57,True,0,0,0,12,ALL,,False,skincare,2026-03-23 11:40
1402586584734741,adsparo,facebook,Simple Organic Beauty,Simple Organic Beauty,"Skincare eficaz, acessível e do jeito que sua rotina precisa! ✨ O Gel de Limpeza Profunda combina ativos poderosos que auxiliam no controle da oleosidade e no combate à acne, mantendo a pele equilibrada. Garanta o seu!",,https://simpleorganic.com.br/products/gel-de-limpeza-profunda,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/1402586584734741.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144055Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=a5648308748c0c6ee1634354753b532ea4ad956c4dd29792b090cd00cdf755a5,,2026-02-18 17:36:30,2026-03-23 01:49:30,True,0,0,0,16,ALL,"ALL, BR",False,skincare,2026-03-23 11:40
872832181851337,adsparo,facebook,The Hygiene Hero,The Hygiene Hero,"Dryness and irritation after menopause? You don’t have to live with it.When menopause hit, dryness and irritation took over — and intimacy stopped feeling enjoyable.❌ Creams didn’t work.❌ Lubes were messy.❌ Oils felt awkward.Meet Vipstick Serum, Hygiene Hero’s intimate wellness solution designed to bring back hydration, libido, and natural sensitivity in seconds.With just a few swipes and a 15–20 second massage, Vipstick delivers:✔ Instant hydration✔ Plumper intimate skin ✔ Restores suppleness a",,https://hygiene-hero.com/products/vipstick-serum-special,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/872832181851337.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144055Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=677b04ff1aa91348f61551655b8a998f804ddb42d935a2d3f57e0b861e0bb96a,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/videos/872832181851337.mp4?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144055Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=6649411ff4970b01a8fefe44917b738e68f8c2bfe23720de0a8f3808b486c09a,2025-11-28 16:02:27,2026-03-23 01:38:17,True,0,0,0,10,US,"ALL, US",False,skincare,2026-03-23 11:40
1186507483555723,adsparo,facebook,Marmita Fitness,Marmita Fitness,Viva a quaresma com marmita fitness!Conheça nosso combo e faça seu pedido!Faça sua primeira compra agora com 15% OFF usando o cupom PRIMEIRA15.Aceitamos cartões alimentação e refeição. Acesse nosso site e experimente!Entregamos em BH e Região,,https://www.marmitafitness.com.br/,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/1186507483555723.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144058Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=8fea05cf4d3c4370d2df63b95155fbf28fea3d234512a957e83ce23e412d1d25,,2026-03-02 22:38:19,2026-03-23 14:22:23,True,0,0,0,13,BR,"ALL, BR",False,fitness,2026-03-23 11:40
3413867862085455,adsparo,facebook,Marmita Fitness,Marmita Fitness,Jejum de quaresma com marmita fitness!Conheça nosso combo e faça seu pedido!Faça sua primeira compra agora com 15% OFF usando o cupom PRIMEIRA15.Aceitamos cartões alimentação e refeição. Acesse nosso site e experimente!Entregamos em BH e Região,,https://www.marmitafitness.com.br/,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/3413867862085455.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144058Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=63e51514b9c9ada0186aebd6ea314a5c3836d115d447fcc3f528d1f233792834,,2026-03-01 06:29:10,2026-03-23 14:22:06,True,0,0,0,13,BR,"ALL, BR",False,fitness,2026-03-23 11:40
2397083840722141,adsparo,facebook,Marmita Fitness,Marmita Fitness,"Ah o verão....Chegou a hora de cuidar da rotinha e do shape. E pra te ajudar a deixar tudo mais fácil, que tal o combo Projetinho VerãoFIT Marmita Fitness?!Use o cupom PRIMEIRA15 e garanta 15% Off no site na primeira compra.Corre e Experimente agora!",,https://www.marmitafitness.com.br/,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/2397083840722141.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144058Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=737c71deb05779e7b932b52128389830f2bf38446a690e95b3d2275f9f71d21e,,2026-01-02 12:38:20,2026-03-23 14:22:06,True,0,0,0,16,BR,"ALL, BR",False,fitness,2026-03-23 11:40
1340167593900406,adsparo,facebook,Marmita Fitness,Marmita Fitness,Marmita Fitness é....- Comida de verdade- Sabor Mineiro- Saudável e Nutritivo- PraticidadeConheça nosso combo e faça seu pedido!Faça sua primeira compra agora com 15% OFF usando o cupom PRIMEIRA15.Aceitamos cartões alimentação e refeição. Acesse nosso site e experimente!Entregamos em BH e Região,,https://marmitafitness.com/,https://ams3.digitaloceanspaces.com/ams3-s3-ad-media/images/1340167593900406.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=DO00D7GT273V2NXFLYN4%2F20260323%2F%2Fs3%2Faws4_request&X-Amz-Date=20260323T144058Z&X-Amz-SignedHeaders=host&X-Amz-Expires=28800&X-Amz-Signature=86c82bff486b9907fa7d8372d4821669a804250242a5724a75fb855e491ab213,,2025-03-15 18:36:07,2026-03-23 14:21:44,True,0,0,0,11,BR,"ALL, BR",False,fitness,2026-03-23 11:40
